"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","colsample_bytree","dropout_rate","dt_criterion","dt_max_depth","dt_min_samples_leaf","dt_min_samples_split","hidden_sizes","learning_rate","lgb_max_depth","lgb_n_estimators","lr_C","lr_penalty","method","metric.goal","metric.name","min_child_weight","mlp_learning_rate","model_type","parameters.model_types","reg_alpha","reg_lambda","rf_max_depth","rf_min_samples_leaf","rf_n_estimators","subsample","weight_decay","AUC","F1","F1_train","F1_val","accuracy","accuracy_train","average_precision","precision","recall"
"lilac-sweep-23","","finished","-","","","2026-04-24T07:53:47.000Z","9","d9roq09v","128","1","0.2","gini","3","7","15","128,64","0.03092792034710772","5","300","0.0017819772645696135","l2","","","","20","0.0031583743242121587","lgb","","7.471515240794344","3.0246578811237925","15","6","200","0.4","0.00017403541793270386","0.807896927877559","0.6357159273730177","0.6690836161678494","0.6148215919487648","0.7384488448844885","0.7640004400924194","0.6696556229312833","0.5745741587037806","0.7114197530864198"
