"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","method","metric.goal","metric.name","model_type","parameters.model_types","AUC","F1","F1_train","F1_val","accuracy","accuracy_train","average_precision","precision","recall"
"ethereal-sweep-5","","finished","-","","","2026-04-29T09:31:28.000Z","28","h1gio493","","","","lr","","0.7090373259827152","0.5412479551297033","0.5314316719634137","0.5255030416471689","0.676072607260726","0.6674551655847728","0.5562409521865379","0.49593147751606","0.595679012345679"
"generous-sweep-4","","finished","-","","","2026-04-29T09:31:10.000Z","14","h1gio493","","","","dt","","0.7187168187380772","0.5435442446883026","0.5596174610519821","0.5402430635175418","0.6773927392739274","0.685884035647486","0.5531753624093535","0.49764856776400174","0.5987654320987654"
"astral-sweep-3","","finished","-","","","2026-04-29T09:27:29.000Z","215","h1gio493","","","","mlp","","0.7276998174343223","0.5573770491803278","0.58295380611581","0.5486127864897467","0.7014851485148514","0.7179007591594235","0.5752129909226084","0.5314979001399907","0.5859053497942387"
"stellar-sweep-2","","finished","-","","","2026-04-29T09:27:05.000Z","17","h1gio493","","","","lgb","","0.7462590782932809","0.5735778091208275","0.6094614605252903","0.5576967726956118","0.7006600660066007","0.7243371107932666","0.6012911098800774","0.5281385281385281","0.6275720164609053"
"confused-sweep-1","","finished","-","","","2026-04-29T09:25:44.000Z","71","h1gio493","","","","rf","","0.742681188436574","0.5642416769420469","0.6624130879345603","0.5544167886774036","0.7084158415841584","0.772967323137859","0.5972953752398842","0.541923259118901","0.588477366255144"
