CompanyID,Target,YearFounded,Age,N_Deal,TotalRaised,UndisclosedAmountShare,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO_Female,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,HasTop50Institute
2308,1,2013,6,6,4.6905,0.125,30.76923076923077,1,1,0,1,1,0,1,0,-0.38778433718776273,3,0,0,0,0.3306955294444444,1,0,1,0,0,0,0,1,0,0,United Kingdom,Business Products and Services (B2B),95.941,0,0,3,0,436.6111111111111,-0.08287634242666571,0,13,0,0,6,3.4083333333333337,2007.25,1
2309,1,2012,11,8,0.35213364,0.25,0.0,1,1,0,1,0,0,0,0,-0.18865132189544628,1,0,0,0,0.5582709171428571,1,0,1,1,0,0,1,1,0,0,United Kingdom,Information Technology,89.848,3,0,3,0,2461.5714285714284,-0.08287634242666571,1,4,1,0,7,4.0,1996.25,1
2310,0,2013,11,3,0.06732171,0.13636363636363635,0.0,1,0,0,0,0,0,1,0,-0.4424493740963017,4,0,0,0,1.15360491,1,0,1,0,0,0,0,0,0,0,United Kingdom,Information Technology,90.225,0,0,,0,177.0,-0.44244937409630164,1,4,0,0,2,3.5,2007.5,1
2312,0,2013,5,3,0.47547277,0.0,25.0,1,0,1,0,0,0,0,0,-0.08287634242666571,4,0,0,0,0.14860491,1,0,1,0,0,0,1,0,0,0,United Kingdom,Information Technology,88.64,0,0,,0,175.0,-0.08287634242666571,0,4,0,0,2,4.0,2002.0,1
2313,0,2014,1,1,0.08294854,0.0,0.0,1,0,0,0,0,0,0,0,0.2475951379907733,1,0,0,0,0.11106455,1,0,0,0,0,0,0,1,0,0,Spain,Information Technology,81.176,0,0,4,0,1085.0,0.2475951379907733,0,1,0,0,1,4.0,2005.0,0
2315,0,2014,2,1,0.24328671,0.0,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,Netherlands,Business Products and Services (B2B),94.75,0,0,3,0,,-0.44244937409630164,1,1,0,0,0,3.0,2012.0,0
2316,0,2013,7,1,0.0,0.16666666666666666,0.0,1,0,0,0,0,0,0,0,0.11470632375655675,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,89.22200000000001,0,0,3,0,,0.31228898993977916,0,2,0,0,0,3.0,1989.0,0
2317,1,2011,10,9,17.60505498,0.45454545454545453,8.333333333333332,1,1,1,0,0,0,0,1,0.43470366938623306,4,0,0,0,7.110664451818182,1,1,1,0,0,0,1,0,0,0,Germany,Information Technology,99.529,10,0,5,0,109.45454545454545,-0.08287634242666571,0,12,0,1,11,3.8964252918798365,1994.206277056277,1
2320,1,2014,6,5,44.68318241,0.08333333333333333,38.88888888888889,1,1,1,0,0,1,0,0,0.5121504443970496,4,0,0,0,17.675415026333333,1,1,1,1,0,0,1,1,0,1,France,Healthcare,99.23400000000001,10,2,4,0,472.8333333333333,-0.08287634242666571,0,18,0,1,10,4.229854636104636,1992.0337301587304,1
2321,0,2013,9,8,93.79985020000001,0.037037037037037035,13.333333333333334,1,1,1,1,0,1,0,0,1.2275717219673312,2,0,0,0,6.908287193666665,1,0,1,1,0,0,1,0,0,1,United Kingdom,Healthcare,91.071,1,1,5,0,919.1,0.6718620216094151,0,15,1,0,12,4.672895622895623,1997.633928571429,1
2324,1,2013,3,2,0.0,0.25,0.0,0,0,0,0,0,1,0,0,1.5599079433047438,0,0,0,0,1.394241485,0,0,1,0,0,0,1,0,0,0,Denmark,Healthcare,89.889,0,0,5,0,129.5,1.5599079433047438,0,1,1,0,2,5.0,1991.0,0
2325,0,2013,1,1,0.0,0.5,50.0,1,0,0,0,0,1,0,0,0.31277178691801777,1,0,0,0,0.48848297,0,0,1,0,0,0,1,0,0,0,Denmark,Healthcare,90.498,0,0,3,0,248.0,-0.44244937409630164,0,2,0,0,1,4.0,2011.0,0
2326,1,2013,11,6,90.22348681,0.18181818181818182,0.0,1,1,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,21.294999999999998,0,0,1,0,0,0,0,0,0,0,France,Materials and Resources,94.713,0,0,3,0,236.25,-0.44244937409630164,0,2,0,1,4,3.0,1994.0,0
2329,1,2012,13,6,9.49556745,0.08333333333333333,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,4,0,0,0,2.9129223933333335,0,0,1,1,0,0,0,0,1,0,France,Business Products and Services (B2B),93.179,0,0,,0,191.66666666666666,-0.44244937409630164,0,4,0,1,6,3.0,1996.0,0
2333,1,2012,12,2,0.0,0.15384615384615385,0.0,1,0,0,0,0,0,0,0,-0.025739552839981854,1,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,United Kingdom,Consumer Products and Services (B2C),92.09,0,0,3,0,393.0,-0.08287634242666571,0,1,0,1,1,3.0512820512820515,2009.5897435897434,0
2334,0,2014,2,2,0.19,0.0,33.33333333333333,0,0,0,0,1,0,0,0,0.000881228910816286,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),65.058,0,0,3,0,,0.5279694032554162,0,3,0,0,0,3.0,2007.0,0
2335,1,2015,7,7,13.20336348,0.1875,0.0,0,1,0,1,0,0,0,0,0.08422464594706534,3,0,0,0,1.653105476,1,0,1,1,0,0,1,1,0,0,France,Information Technology,98.346,10,2,3,0,564.25,-0.44244937409630164,1,3,1,1,10,3.125,2010.375,0
2336,0,2014,3,2,0.01022026,0.3333333333333333,0.0,0,1,0,1,0,0,0,0,-0.44244937409630164,2,0,0,0,1.3449531750000001,1,0,0,0,0,0,0,1,0,0,Switzerland,Consumer Products and Services (B2C),89.965,0,0,4,0,652.0,-0.44244937409630164,0,2,0,0,2,3.5,2013.0,0
2337,1,2014,9,10,19.60962116,0.2,0.0,1,1,0,0,0,0,0,0,0.14864611506863806,3,0,0,0,3.343963682941176,1,1,1,1,1,0,1,1,0,0,Switzerland,Healthcare,96.118,6,0,5,0,443.11764705882354,-0.08287634242666571,1,5,1,0,17,4.4,2004.55,1
2344,1,2012,10,2,1.07774188,0.1111111111111111,0.0,1,1,1,1,0,0,0,1,0.30532167819855655,3,0,0,0,1.79193547,1,0,0,0,0,0,0,0,0,0,France,Business Products and Services (B2B),98.829,10,0,3,0,154.75,-0.44244937409630164,1,4,0,1,4,3.25,1998.3333333333333,1
2347,1,2013,4,2,0.0,0.5,0.0,0,0,0,0,0,0,0,1,-0.22429863696621297,2,0,0,0,0.58793115,1,0,1,0,0,0,0,0,0,0,Finland,Information Technology,94.29299999999999,0,0,3,0,91.66666666666667,-0.44244937409630164,1,3,0,0,3,3.0,2006.0,0
2348,0,2008,6,1,0.0,0.2,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,2.05,0,0,0,0,1,0,0,0,0,0,Germany,Energy,94.261,0,0,3,0,81.0,-0.44244937409630164,1,1,0,0,1,3.0,,1
2350,0,2009,4,1,0.0,0.3333333333333333,0.0,1,0,1,0,0,0,0,0,-0.31072759664082006,1,0,0,0,2.30743624,0,0,1,0,0,0,0,0,0,0,United Kingdom,Consumer Products and Services (B2C),88.341,0,0,,0,247.5,-0.44244937409630164,1,2,0,0,2,4.0,1980.0,1
2351,1,2014,9,6,8.24608047,0.037037037037037035,14.285714285714285,1,0,0,0,1,0,1,0,1.0941453929176719,4,0,0,0,2.156286176027778,1,0,1,1,0,0,1,0,0,0,United Kingdom,Business Products and Services (B2B),96.436,10,3,4,0,211.7527777777778,-0.44244937409630164,1,7,0,0,15,3.522222222222223,1999.4444444444443,1
2354,1,2014,10,15,3.13992236,0.2121212121212121,20.0,1,1,1,1,0,0,0,1,0.026311350027186056,3,0,0,1,0.41425137634615383,1,1,1,1,0,0,1,1,0,0,United Kingdom,Information Technology,89.82300000000001,0,0,,0,1007.1153846153846,-0.44244937409630164,1,5,1,0,13,4.090909090909092,2002.530303030303,1
2355,0,2013,9,4,0.32583915,0.06666666666666667,0.0,1,0,0,0,0,0,0,0,-0.5425054533174282,1,0,0,1,0.20693421,1,0,0,1,0,0,0,1,0,0,United Kingdom,Consumer Products and Services (B2C),92.45599999999999,0,0,5,1,2934.0,-0.44244937409630164,0,2,1,0,4,4.35,2006.95,1
2356,0,2013,2,1,0.04557821,0.0,50.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,0.03,1,0,0,0,0,0,0,1,0,0,United Kingdom,Information Technology,85.809,0,0,,1,48.0,-0.44244937409630164,0,2,0,0,1,,,0
2357,0,2012,12,2,0.04444147,0.09090909090909091,0.0,1,0,0,0,1,0,1,0,-0.04728404172985683,2,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,94.60499999999999,0,0,4,0,48.0,-0.04728404172985682,0,2,0,0,1,4.0,2008.0,1
2358,0,2014,3,6,0.13892272,0.375,0.0,1,0,0,0,1,0,0,0,-0.31072759664082006,3,0,0,1,0.093955728,1,0,0,1,0,0,0,1,0,0,Italy,Consumer Products and Services (B2C),86.828,0,0,4,0,1740.0,-0.04728404172985682,1,3,1,0,5,4.5,2007.0,0
2360,1,2014,10,11,3.3688991600000002,0.4,100.0,0,0,0,0,0,0,0,0,-0.4424493740963017,2,0,0,0,0.7362328705769231,1,0,1,1,0,0,1,1,0,0,United Kingdom,Information Technology,87.14500000000001,0,0,,1,942.1538461538462,-0.44244937409630164,1,2,1,0,13,,,0
2361,0,2014,4,2,0.04998592,0.125,25.0,1,0,0,1,0,0,0,0,-0.1547909487605929,5,0,0,0,0.04,1,0,0,0,0,0,0,0,0,0,United Kingdom,Consumer Products and Services (B2C),92.55499999999999,0,0,,0,1580.5,-0.08287634242666571,0,5,0,0,2,4.0,1994.0,0
2362,1,2013,10,6,3.1225647800000003,0.2727272727272727,0.0,1,0,0,0,0,0,0,0,0.24872569454027327,1,0,0,0,5.65138948,1,1,1,0,1,0,1,1,0,0,United Kingdom,Business Products and Services (B2B),90.089,0,0,4,0,24.0,0.31228898993977916,1,3,0,1,9,3.6181818181818177,2006.1060606060607,0
2363,0,2014,0,2,0.02903283,0.5,0.0,0,1,0,0,0,0,0,1,-0.24486670791307924,2,0,0,0,0.123650385,1,0,0,1,0,0,0,0,0,0,United Kingdom,Healthcare,92.036,0,0,3,0,43.0,-0.04728404172985682,0,2,0,0,2,3.0,2011.0,0
2364,0,2012,12,5,0.10508746000000001,0.15384615384615385,0.0,1,0,0,1,0,0,0,0,-0.030576054892749085,2,0,0,0,0.5250724099999999,1,0,0,1,0,0,0,0,0,0,United Kingdom,Information Technology,94.216,0,0,4,0,61.25,-0.44244937409630164,0,3,1,0,4,4.0,2010.0,1
2365,0,2014,4,3,0.0,0.2,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,0.53026031,1,0,0,1,0,0,0,1,0,0,United Kingdom,Information Technology,92.036,0,0,,0,134.5,-0.44244937409630164,1,1,1,0,3,4.0,,0
2367,0,2012,1,1,0.03355033,0.0,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,0.03,1,0,0,0,0,0,0,1,0,0,United Kingdom,Consumer Products and Services (B2C),86.912,0,0,,0,48.0,-0.44244937409630164,0,2,0,0,1,,,0
2368,0,2012,13,1,0.0280423,0.0,0.0,1,0,0,0,0,0,0,0,-0.08287634242666572,1,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,92.518,0,0,4,0,48.0,-0.08287634242666571,0,1,0,0,1,4.0,2001.0,1
2370,0,2011,0,1,0.01635648,0.0,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),90.77799999999999,0,0,,0,48.0,-0.44244937409630164,0,2,0,0,1,,,0
2371,0,2010,2,1,0.12270267,0.0,0.0,1,0,0,0,0,0,0,0,-0.12600557705933627,3,0,0,0,0.03,1,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,93.88399999999999,0,0,,0,48.0,-0.44244937409630164,0,3,0,0,1,4.0,2002.0,0
2372,0,2011,9,4,0.33133767999999997,0.2,33.33333333333333,1,0,0,0,0,0,0,0,-0.07101224219439606,3,0,0,1,0.533547368,1,0,1,1,0,0,0,1,0,0,United Kingdom,Business Products and Services (B2B),84.19,2,0,4,1,2081.2,0.31228898993977916,0,3,1,0,5,4.0,,0
2373,0,2012,3,1,0.0,0.5,0.0,0,0,0,0,0,0,0,1,-0.44244937409630164,1,0,0,0,0.25565724,0,0,1,0,0,0,1,0,0,0,United Kingdom,Business Products and Services (B2B),90.425,0,0,3,0,118.66666666666667,-0.44244937409630164,0,2,0,0,3,3.0,1988.0,0
2374,1,2014,4,6,4.97580946,0.0,20.0,1,1,0,0,0,0,0,0,-0.06291929334274529,3,1,0,1,1.1929775644444445,1,1,1,0,0,0,0,0,0,0,Italy,Consumer Products and Services (B2C),99.678,10,0,3,0,82.44444444444444,1.0600356973050353,1,5,0,0,9,3.0,2011.6,0
2375,0,2014,9,6,0.99313187,0.037037037037037035,0.0,1,0,0,1,0,0,0,0,-0.1747731415969185,4,0,0,0,0.48659724916666663,1,0,1,0,0,0,0,0,0,0,Italy,Information Technology,93.009,0,0,3,0,99.02777777777777,-0.44244937409630164,1,4,0,0,6,3.5,2008.75,0
2377,1,2015,2,4,0.6027901800000001,0.3333333333333333,0.0,1,1,0,0,0,0,0,1,-0.44244937409630164,4,0,0,0,0.3735726155555556,1,0,1,0,0,0,0,1,0,0,Estonia,Information Technology,95.069,9,0,3,0,97.33333333333333,-0.44244937409630164,1,4,0,0,6,3.25,2005.3333333333333,0
2378,0,2015,8,7,0.7185984400000001,0.09259259259259259,33.33333333333333,1,0,0,0,0,0,0,1,-0.4424493740963017,3,0,0,1,0.37319080624999995,1,0,1,0,0,0,0,1,0,0,Italy,Healthcare,91.598,0,0,5,1,49.62,-0.44244937409630164,1,3,0,0,10,3.6666666666666665,2009.0,0
2380,0,2013,4,1,0.35106959,0.0,20.0,1,0,1,0,0,0,0,0,0.532902537366327,0,0,0,0,0.44053479500000003,0,1,1,0,0,0,1,0,0,0,United Kingdom,Healthcare,88.57000000000001,1,1,,0,39.0,-0.44244937409630164,0,5,0,0,2,3.5,2003.0,0
2381,0,2012,6,5,10.21445048,0.0,25.0,1,0,1,0,0,0,0,0,0.9857412891673997,2,1,0,0,1.8682362840000004,0,0,1,1,0,0,1,0,0,1,United Kingdom,Healthcare,92.569,0,0,4,0,556.8,0.8101384308907734,0,4,1,0,5,4.05,1985.3833333333332,1
2382,0,2013,7,1,0.0,0.125,0.0,0,0,0,0,0,0,0,0,1.8354865230328385,1,0,0,0,0.53,0,0,1,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),96.463,0,0,3,0,77.0,1.9873489161747813,0,1,0,0,1,3.0,1980.0,0
2383,1,2013,10,10,4.64897347,0.18181818181818182,0.0,1,0,0,0,0,1,0,0,0.14907333793010374,2,0,0,0,1.6573041525,1,0,1,1,0,0,1,0,0,0,United Kingdom,Healthcare,97.696,10,1,3,0,1863.6,-0.08287634242666571,0,4,1,1,5,3.5,1991.3636363636363,1
2385,1,2011,13,5,0.54847278,0.19230769230769232,0.0,0,0,0,0,0,0,0,0,-0.2626628582614837,2,0,0,1,,0,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,91.41600000000001,0,0,,0,,-0.44244937409630164,1,2,0,0,0,3.0,1996.0,0
2388,1,2013,10,3,3.60359377,0.1,0.0,1,0,1,0,0,0,0,0,-0.4833592620892563,0,0,0,0,3.37413222,0,0,0,0,0,0,0,0,0,0,United Kingdom,Energy,89.392,0,0,3,0,15.0,-0.7584159400577536,0,4,0,1,1,3.35,1983.2,0
2390,1,2011,5,2,0.0,0.3333333333333333,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,3,0,0,0,0.06576513,1,0,0,0,0,0,0,0,0,0,Finland,Consumer Products and Services (B2C),87.55199999999999,0,0,4,0,202.0,-0.44244937409630164,0,3,0,0,1,3.5,2003.0,0
2393,1,2009,12,7,4.37210065,0.13636363636363635,0.0,0,0,1,0,0,0,0,1,-0.44340789165270267,3,1,0,1,1.5809714866666666,0,0,1,0,1,0,0,0,1,0,Spain,Healthcare,83.164,0,0,4,0,26.666666666666668,-0.44244937409630164,1,4,0,1,3,4.5,2006.0,0
2395,0,2014,9,3,0.34368706000000004,0.1,0.0,1,0,0,0,0,0,0,0,0.581493271200503,2,0,0,0,0.13511366,1,1,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,88.263,0,0,,0,20.0,-0.44244937409630164,1,2,0,0,1,4.0,2004.0,0
2398,1,2011,2,1,0.0,0.3333333333333333,0.0,0,1,0,0,0,0,0,0,1.2918564216510802,0,0,0,0,1.09,0,0,1,0,0,0,1,0,0,0,Sweden,Business Products and Services (B2B),71.49199999999999,0,0,3,0,228.0,1.2918564216510802,0,1,0,0,1,3.0,,0
2400,1,2013,4,2,1.8,0.16666666666666666,66.66666666666666,1,0,0,0,0,0,0,0,0.16853614317662366,2,0,0,0,4.170368788,1,0,1,0,0,0,0,0,0,0,Germany,Consumer Products and Services (B2C),95.287,5,0,4,1,67.55,0.5279694032554162,1,3,0,0,11,3.6666666666666665,2010.0,0
2401,1,2012,3,3,0.0,0.75,20.0,1,0,0,0,0,0,1,1,0.39147545603835354,1,0,0,0,3.08,1,0,1,0,0,0,0,0,0,0,Switzerland,Consumer Products and Services (B2C),90.58099999999999,1,0,5,0,19.0,1.4573706139383633,0,5,0,0,2,3.908333333333333,2004.2166666666667,1
2409,1,2014,11,10,10.59191349,0.25,20.0,1,1,0,1,0,0,0,0,-0.2072516044423055,2,0,0,0,1.6038136336363635,1,0,1,1,0,0,1,1,0,0,United Kingdom,Materials and Resources,83.829,0,0,4,0,915.9090909090909,-0.08287634242666571,1,5,1,1,11,4.0,2011.0,1
2410,1,2016,8,6,1.01012451,0.2962962962962963,0.0,0,0,0,0,0,0,0,0,-0.19087346369077773,3,0,0,0,1.2052620800000002,1,1,1,0,0,0,0,0,0,0,France,Information Technology,93.606,0,0,,0,255.35714285714286,-0.44244937409630164,1,3,0,0,7,3.037037037037037,1997.0,0
2411,0,2013,5,5,0.248,0.5,0.0,0,0,0,0,0,0,0,0,0.38743727254690086,3,0,0,0,10.720334655714286,1,0,1,0,0,0,0,1,0,0,Germany,Materials and Resources,81.286,2,0,,0,135.28571428571428,-0.44244937409630164,1,3,0,1,7,4.0,2010.0,0
2412,0,2014,8,1,0.0,0.1111111111111111,0.0,0,0,1,0,0,0,0,0,-0.4424493740963017,0,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,Italy,Materials and Resources,81.739,0,0,5,0,743.0,-0.44244937409630164,0,1,0,0,1,5.0,2004.0,0
2413,0,2012,7,1,0.0,0.125,0.0,0,0,0,0,0,0,0,0,-0.36835587427759325,1,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,Netherlands,Business Products and Services (B2B),89.378,0,0,4,0,743.0,-0.44244937409630164,0,1,0,0,1,4.0,1996.1875,0
2414,0,2013,6,3,0.05499203,0.14285714285714285,0.0,0,1,0,0,0,0,0,1,-0.4424493740963017,1,0,0,0,0.05000000000000001,1,0,0,1,0,0,0,1,0,0,Cyprus,Information Technology,89.46799999999999,0,0,5,0,1143.3333333333333,-0.44244937409630164,0,1,1,0,3,5.0,2004.0,1
2415,1,2013,10,7,0.55622722,0.3181818181818182,0.0,1,1,1,1,0,0,0,0,-0.4424493740963017,3,0,0,0,0.940001149375,1,0,0,1,0,0,0,0,0,0,Netherlands,Materials and Resources,92.285,0,0,4,0,517.55,-0.44244937409630164,0,4,1,0,10,3.6515151515151514,2008.666666666667,0
2416,0,2011,5,1,0.0,0.16666666666666666,0.0,0,1,0,0,0,0,0,0,-0.04728404172985682,1,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,Netherlands,Energy,93.953,0,0,5,0,743.0,-0.04728404172985682,0,1,0,0,1,5.0,1985.0,0
2417,0,2014,8,4,4.02819101,0.0625,0.0,0,1,0,0,0,0,0,0,0.32672375579867097,1,0,0,0,1.0140013533333334,1,0,1,0,0,0,0,0,0,0,Netherlands,Information Technology,92.977,0,0,4,0,525.6666666666666,-0.08287634242666571,0,1,0,1,3,4.0,2006.0,0
2418,0,2014,1,1,0.0,0.5,0.0,1,1,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,Hungary,Business Products and Services (B2B),84.474,0,0,4,0,743.0,-0.44244937409630164,0,2,0,0,1,4.0,1993.0,0
2419,0,2012,11,2,0.06848896,0.05,25.0,1,1,0,0,1,0,0,0,-0.26384641943281384,5,0,0,0,0.060000000000000005,1,0,0,1,0,0,0,0,0,0,Germany,Information Technology,87.328,1,0,4,1,1675.5,-0.44244937409630164,0,5,1,0,2,3.5,2003.25,0
2420,1,2009,9,7,0.8136778100000001,0.4074074074074074,0.0,0,1,0,0,0,0,0,0,-0.4424493740963017,2,0,0,1,1.02,1,0,0,0,0,0,0,1,0,0,Netherlands,Energy,90.466,0,0,4,0,347.3333333333333,-0.44244937409630164,1,3,0,0,3,3.7407407407407414,1997.7777777777778,0
2421,0,2014,10,7,1.01453859,0.045454545454545456,0.0,0,1,0,0,1,0,0,1,2.3052221518377185,2,0,0,1,0.26150629666666664,1,0,0,1,0,0,0,1,0,0,United Kingdom,Consumer Products and Services (B2C),91.351,0,0,4,0,3191.0,1.8752264830599488,0,2,1,0,3,4.0,2001.5,1
2422,0,2011,3,2,0.0,0.6666666666666666,0.0,0,0,0,0,0,1,0,0,-0.44244937409630164,1,0,0,0,0.14386842,1,0,0,1,0,0,0,1,0,1,United Kingdom,Information Technology,84.667,0,0,3,0,4652.0,-0.44244937409630164,0,1,1,0,2,3.0,1999.0,1
2424,0,2012,11,5,0.0,0.25,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,1.0380593980000001,1,0,1,0,0,0,0,0,0,0,Netherlands,Materials and Resources,90.168,0,0,3,0,191.8,-0.44244937409630164,0,1,0,0,5,3.0,2013.0,0
2425,0,2013,6,1,0.0,0.14285714285714285,0.0,0,1,0,0,0,0,0,0,-0.4424493740963017,2,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,United Kingdom,Energy,86.15299999999999,0,0,4,0,743.0,-0.44244937409630164,0,2,0,0,1,4.0,2007.0,1
2426,1,2013,8,4,2.9589840799999996,0.0625,25.0,1,1,1,0,0,0,0,0,-0.4453981387448166,2,0,0,0,4.308204456666666,1,0,1,0,0,0,0,1,0,0,France,Information Technology,94.712,0,0,4,0,401.3333333333333,-0.44244937409630164,0,4,0,0,3,3.4583333333333335,2002.0833333333333,1
2429,0,2014,5,1,0.0,0.16666666666666666,0.0,0,1,0,0,0,0,0,0,-0.15492318386500184,0,0,0,0,1.91,0,0,0,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),80.14099999999999,0,0,4,0,11.0,1.282707767291497,1,1,0,0,1,4.0,2013.0,0
2430,0,2016,5,1,0.0,0.16666666666666666,0.0,1,0,0,0,0,0,0,0,-0.04327695922416924,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),96.612,0,0,4,0,375.0,0.6718620216094151,0,2,0,0,1,4.0,1992.0,1
2433,1,2014,6,5,38.25685697,0.08333333333333333,28.57142857142857,1,0,0,0,0,1,0,0,0.5405271921370085,2,0,0,0,12.408459169166667,1,1,1,0,0,0,1,0,1,0,Italy,Healthcare,98.334,9,2,3,0,118.0625,1.642280798961133,1,7,0,1,12,4.5888888888888895,2006.0,0
2435,0,2012,1,1,0.0,1.0,0.0,0,1,0,0,0,0,0,0,-0.11128734022053298,3,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,Netherlands,Consumer Products and Services (B2C),91.687,0,0,4,0,743.0,-0.44244937409630164,0,4,0,0,1,4.0,2009.5,0
2436,0,2014,9,6,2.52549266,0.35,0.0,1,0,0,1,0,0,1,0,-0.30882631411592804,3,0,0,0,0.9600867570833332,1,0,1,0,0,0,0,1,0,0,Netherlands,Consumer Products and Services (B2C),94.203,0,0,4,0,289.875,-0.08287634242666571,1,3,0,0,6,4.316666666666666,1999.2333333333331,0
2437,0,2014,9,1,0.0,0.1,0.0,0,1,1,0,0,0,0,0,-0.4424493740963017,5,0,0,0,0.05,1,0,0,0,0,0,0,0,0,0,Netherlands,Information Technology,86.292,0,0,4,0,743.0,-0.44244937409630164,0,5,0,0,1,3.6000000000000005,2004.0,0
2438,0,2014,11,23,2.74355687,0.548611111111111,0.0,1,1,0,1,0,0,0,1,0.21524504096803054,2,0,0,1,2.048804509702381,1,0,1,1,0,0,1,0,0,1,United Kingdom,Business Products and Services (B2B),94.012,0,0,,0,557.813492063492,-0.44244937409630164,0,4,1,0,28,4.0,2005.5,1
2439,1,2011,13,4,0.0027224,0.21428571428571427,50.0,0,1,1,1,0,0,0,0,-0.3577710885892064,4,0,0,0,0.05432007333333334,1,0,0,0,0,0,0,0,0,0,Germany,Healthcare,87.184,0,0,3,1,364.0,-0.04728404172985682,0,4,1,0,3,3.428571428571428,2006.369047619048,0
2440,0,2013,4,2,0.0,0.5,0.0,0,1,0,0,0,0,0,0,0.11626761300785154,2,0,0,0,0.08,1,0,0,0,0,0,0,1,0,0,Netherlands,Business Products and Services (B2B),90.163,0,0,4,0,504.5,0.23309022353478612,0,2,0,0,2,4.0,2006.25,0
2441,0,2012,2,1,0.0,0.3333333333333333,0.0,0,1,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,0.08,1,0,0,0,0,0,0,1,0,0,Netherlands,Information Technology,92.824,0,0,4,0,504.5,-0.44244937409630164,0,1,0,0,2,4.0,2007.0,0
2442,0,2014,3,1,0.0,0.25,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,Netherlands,Business Products and Services (B2B),87.74300000000001,0,0,,0,743.0,-0.44244937409630164,0,2,0,0,1,,,0
2443,0,2013,7,4,0.0,0.5,50.0,1,0,1,0,0,0,0,0,-0.4424493740963017,2,0,0,0,0.489680755,1,0,1,0,0,0,0,1,0,0,Netherlands,Business Products and Services (B2B),94.628,0,0,,0,450.25,-0.44244937409630164,0,2,0,0,4,3.5,2010.5,0
2444,0,2014,10,7,0.20195407999999998,0.2727272727272727,0.0,1,1,0,0,0,0,0,0,-0.4424493740963017,3,1,0,0,0.045437583999999996,1,0,0,1,0,0,0,0,0,0,Germany,Information Technology,92.473,0,0,3,0,194.0,-0.44244937409630164,0,4,1,0,6,3.0,,0
2445,0,2014,3,1,0.0,0.25,0.0,1,1,0,0,0,0,0,0,-0.44244937409630164,0,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,Netherlands,Energy,95.765,0,0,3,0,743.0,-0.44244937409630164,0,1,0,0,1,3.0,1988.0,0
2446,1,2011,6,1,0.0,0.14285714285714285,0.0,1,1,0,0,0,0,0,0,-0.4424493740963017,2,0,0,0,0.04,1,0,0,0,0,0,0,0,0,0,Germany,Business Products and Services (B2B),90.146,0,0,5,0,640.5,-0.44244937409630164,0,2,0,0,2,4.5,1997.0,0
