CompanyID,Target,YearFounded,Age,N_Deal,TotalRaised,UndisclosedAmountShare,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO_Female,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,HasTop50Institute
1,1,2013,0,1,0.0,1.0,0.0,0,0,0,0,0,0,0,1,-0.44244937409630164,3,0,0,0,,1,0,0,0,0,0,0,0,0,0,Germany,Information Technology,99.813,10,0,5,0,93.0,-0.44244937409630164,0,3,0,0,1,4.666666666666667,2008.3333333333333,0
2,0,2014,2,1,0.036,0.0,0.0,0,0,1,1,1,0,0,0,-0.44244937409630164,2,0,0,0,1.51416512,1,0,0,0,0,0,0,1,0,0,Germany,Information Technology,89.784,0,0,4,0,4033.5,-0.44244937409630164,0,2,0,0,2,3.5,2009.0,1
3,0,2014,1,2,0.0,0.5,0.0,1,1,0,0,0,0,0,0,-0.26266285826148367,2,0,0,0,,1,0,0,0,0,0,0,0,0,0,Greece,Information Technology,85.587,0,0,4,0,,-0.44244937409630164,0,2,0,0,0,4.5,1998.0,1
4,1,2013,9,9,29.656393790000003,0.05555555555555555,0.0,1,1,1,1,1,0,0,0,0.7206080317354449,3,0,0,0,6.507721261944444,0,0,1,1,0,0,0,0,0,0,United Kingdom,Consumer Products and Services (B2C),97.009,10,0,,0,798.3333333333334,1.6308305116027997,1,6,1,1,18,3.366666666666666,2000.5,1
6,0,2010,12,11,5.2173886199999995,0.25,0.0,1,0,1,0,0,0,1,1,0.8113217367750761,2,0,0,1,1.2212136886363636,1,0,1,1,0,0,1,0,1,1,United Kingdom,Materials and Resources,90.574,0,0,5,0,457.1304347826087,0.12746039737069215,1,6,1,1,23,3.3388888888888886,2006.0,1
9,1,2014,8,7,98.49752406,0.2777777777777778,8.333333333333332,1,1,0,0,0,0,0,0,0.14211940425341701,6,0,0,0,9.995800991300001,1,0,1,0,0,0,1,1,0,0,Germany,Consumer Products and Services (B2C),98.297,10,1,4,0,787.8866666666667,-0.04728404172985682,1,12,0,0,15,3.787490287490288,2006.225140291807,1
11,1,2014,6,4,0.0,0.42857142857142855,0.0,1,1,0,0,0,0,0,0,-0.21726950821927238,3,0,0,0,5.875363791,1,0,1,0,0,0,1,0,0,0,Germany,Business Products and Services (B2B),97.50399999999999,8,0,4,0,69.1,-0.44244937409630164,1,3,0,1,10,4.0,2010.0,0
12,0,2013,2,1,0.0,0.5,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,2.12562967,0,0,1,0,0,0,0,0,0,0,United Kingdom,Business Products and Services (B2B),91.047,0,0,,0,770.0,-0.44244937409630164,0,1,0,0,1,,,0
13,1,2013,10,6,15.19598274,0.3,0.0,0,0,0,0,0,0,0,0,0.2562249342607454,1,0,0,0,3.387313916,1,0,1,0,0,0,1,1,0,0,United Kingdom,Healthcare,94.104,0,0,,0,207.6,-0.08287634242666571,1,6,0,0,5,,,0
14,0,2013,2,1,0.0690479,0.0,0.0,1,0,0,0,0,0,0,1,-0.3225916968730897,3,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Bulgaria,Consumer Products and Services (B2C),89.306,0,0,2,0,280.0,-0.44244937409630164,0,3,0,0,2,2.3333333333333335,2002.5,0
15,0,2012,5,3,0.7143996,0.25,60.0,0,1,0,1,0,0,0,1,-0.38317457424133494,4,0,0,0,1.553125934,1,0,1,0,0,0,1,0,0,0,Ireland,Consumer Products and Services (B2C),85.728,0,0,4,1,817.4,-0.44244937409630164,1,5,0,0,5,3.6374999999999997,2005.6625000000001,1
16,1,2014,10,7,2.32348503,0.09090909090909091,0.0,1,0,0,0,0,0,0,1,0.5693330502156363,1,0,0,0,3.8681219381944447,1,0,1,0,0,0,1,0,0,0,United Kingdom,Information Technology,99.67,10,1,3,0,271.1111111111111,0.31228898993977916,1,6,1,1,9,3.4372294372294374,1995.8441558441561,1
17,1,2013,4,6,2.51270068,0.125,22.22222222222222,1,0,1,1,1,0,0,0,0.5747270453157697,2,0,0,1,1.2596878498412698,1,0,1,1,0,0,1,1,0,0,United Kingdom,Information Technology,90.672,1,0,3,1,2091.214285714286,0.6718620216094151,1,9,1,0,18,3.7023809523809526,1997.2749999999999,1
18,0,2014,0,1,0.05,0.0,0.0,0,0,0,0,0,0,0,0,-0.31072759664082,3,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Bulgaria,Healthcare,80.38,0,0,3,0,280.0,-0.04728404172985682,0,3,0,0,1,3.0,2008.5,0
19,1,2012,11,13,6.5613117999999995,0.19444444444444445,66.66666666666666,1,0,0,0,0,0,0,0,-0.3450353658985939,1,0,0,0,2.1440526259375003,1,1,1,0,0,0,1,0,0,0,United Kingdom,Consumer Products and Services (B2C),87.764,2,1,4,1,276.53375,-0.44244937409630164,1,3,0,0,20,3.6388888888888893,2001.9166666666667,0
20,0,2013,6,1,0.0656232,0.0,0.0,1,0,0,0,0,0,0,0,-0.04728404172985683,1,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Consumer Products and Services (B2C),89.697,0,0,3,0,280.0,-0.04728404172985682,0,1,0,0,1,3.0,2002.0,0
21,0,2011,6,3,0.22274871000000002,0.1,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,0.81663981,1,0,1,0,0,0,1,1,0,0,United Kingdom,Information Technology,96.183,0,0,,0,561.0,-0.44244937409630164,1,1,1,0,3,,,0
22,1,2011,13,9,19.60724931,0.2916666666666667,22.22222222222222,1,1,0,0,1,0,1,0,0.8132594013579202,2,0,0,0,9.634729369166667,1,1,1,0,1,0,1,0,0,0,United Kingdom,Information Technology,97.495,10,0,4,0,160.03174603174602,-0.04728404172985682,1,9,0,1,21,3.8833333333333333,2000.236111111111,1
23,1,2014,9,2,0.13296994,0.1,25.0,0,0,0,1,0,0,0,0,-0.4424493740963017,4,0,0,0,0.865,1,0,1,0,0,0,0,0,0,0,Serbia,Consumer Products and Services (B2C),85.626,0,0,,0,148.5,-0.44244937409630164,0,4,0,0,2,3.0,2001.0,0
24,1,2013,10,3,0.0,0.2727272727272727,50.0,0,0,0,0,0,0,0,0,-0.2626628582614837,2,0,0,0,3.363368123235294,1,0,1,0,0,0,1,0,0,0,United Kingdom,Business Products and Services (B2B),91.66499999999999,1,0,,1,64.29411764705883,-0.08287634242666571,1,2,0,0,17,,,0
25,0,2013,10,1,0.12864025,0.0,33.33333333333333,0,0,0,0,0,0,0,1,-0.4424493740963017,6,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Bulgaria,Information Technology,92.083,0,0,3,0,280.0,-0.44244937409630164,0,6,0,0,1,3.333333333333333,2013.0,0
26,1,2014,11,17,95.75907658,0.3055555555555556,16.666666666666664,1,1,0,0,0,0,0,0,-0.03549568242623174,2,0,0,1,3.9990663869230767,1,0,1,1,0,0,1,0,0,0,United Kingdom,Business Products and Services (B2B),94.80499999999999,5,0,3,0,815.9464285714286,0.2475951379907733,1,6,1,0,14,3.0277777777777772,2008.5,0
27,0,2013,4,2,0.40851839,0.0,0.0,0,0,0,0,0,0,0,1,-0.44244937409630164,1,0,0,0,0.660994536,0,0,1,0,0,0,0,0,0,0,Slovenia,Business Products and Services (B2B),92.952,0,0,5,0,150.5,-0.44244937409630164,1,1,0,0,6,3.333333333333333,2009.0,0
29,1,2012,11,4,0.19411903,0.16666666666666666,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,2.602814835,1,1,1,0,0,0,0,0,0,0,United Kingdom,Information Technology,99.67,10,1,3,0,258.6666666666667,-0.44244937409630164,0,1,0,1,3,3.0,2001.0,0
33,0,2012,5,2,0.44589742,0.0,0.0,1,0,0,0,0,0,0,1,-0.10105334666676097,4,0,0,0,0.18,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,94.09700000000001,0,0,3,0,156.5,-0.44244937409630164,0,4,0,0,2,3.3333333333333335,2010.0,0
35,0,2014,6,2,0.06820926,0.14285714285714285,0.0,1,0,0,1,0,0,0,0,-0.14194905477239164,3,0,0,0,0.10842258,1,0,1,0,0,0,1,1,0,0,Bulgaria,Information Technology,85.087,0,0,,0,246.5,-0.08287634242666571,0,3,0,0,2,3.1785714285714284,2012.7142857142858,0
36,0,2014,5,3,1.2364301800000002,0.05555555555555555,50.0,1,0,0,1,0,0,0,1,-0.44244937409630164,4,0,0,0,1.402021455,1,1,1,0,0,1,1,0,0,0,Bulgaria,Business Products and Services (B2B),92.37100000000001,0,0,4,0,104.5,-0.44244937409630164,1,4,0,0,4,3.75,1999.5,1
38,0,2013,1,1,0.06856225,0.0,0.0,1,0,0,0,0,0,0,1,-0.17900581918533842,3,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Business Products and Services (B2B),79.146,0,0,3,0,280.0,-0.44244937409630164,0,3,0,0,1,3.6666666666666665,2004.6666666666667,0
39,0,2013,2,1,0.0690479,0.0,0.0,0,0,0,0,0,0,0,1,-0.44244937409630164,2,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,93.536,0,0,,0,280.0,-0.44244937409630164,0,3,0,0,1,3.5,2002.5,0
41,0,2013,4,2,0.12497919,0.0,0.0,0,0,0,0,0,0,0,1,-0.44244937409630164,2,0,0,0,0.115,1,0,1,0,0,0,1,1,0,0,Portugal,Information Technology,92.846,0,0,3,0,140.5,-0.44244937409630164,0,2,0,0,2,3.2,2010.5,0
42,0,2012,4,1,0.0690479,0.0,0.0,1,0,0,0,0,0,0,0,-0.04728404172985682,1,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,90.24199999999999,0,0,4,0,280.0,-0.04728404172985682,0,1,0,0,1,4.0,2010.6666666666667,0
43,0,2013,1,1,0.03323095,0.0,0.0,0,0,0,1,0,0,0,1,-0.08554773076379078,3,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,88.941,0,0,4,0,280.0,-0.44244937409630164,0,3,0,0,1,3.5,2012.0,0
44,1,2012,8,2,0.16449923,0.0,0.0,0,0,0,0,0,0,0,0,-0.10467957528075776,2,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,95.145,0,0,3,0,280.0,-0.44244937409630164,0,2,0,0,1,3.0,2006.0,0
45,1,2013,9,3,0.03235862,0.2,0.0,0,0,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Serbia,Information Technology,88.882,0,0,,0,280.0,-0.44244937409630164,1,1,0,0,1,3.0,2007.0,0
46,0,2011,11,1,0.06519809,0.0,0.0,1,1,0,0,0,0,0,0,-0.4424493740963017,2,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Bulgaria,Business Products and Services (B2B),92.694,0,0,4,0,280.0,-0.44244937409630164,0,2,0,0,1,3.583333333333333,2010.4166666666665,0
47,1,2013,11,4,0.47424898,0.09090909090909091,0.0,0,0,0,0,0,0,0,1,-0.4424493740963017,2,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,95.49300000000001,0,0,3,0,280.0,-0.44244937409630164,0,2,0,0,1,3.0,2010.5,0
48,0,2014,2,2,0.16058323000000002,0.0,0.0,1,0,1,0,0,0,0,0,-0.3436580410046905,4,0,0,0,0.44999999999999996,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,89.001,0,0,3,0,196.5,-0.04728404172985682,0,4,0,0,2,3.3333333333333335,2011.5,0
50,0,2014,2,1,0.26593988,0.0,0.0,1,0,0,0,0,0,0,1,-0.44244937409630164,2,0,0,0,0.2,1,0,1,0,0,0,1,0,0,0,Bulgaria,Information Technology,97.00399999999999,0,0,3,0,280.0,-0.44244937409630164,0,2,0,0,1,3.5,2006.0,0
51,1,2014,8,2,0.16080031,0.1111111111111111,0.0,0,1,0,0,0,0,0,0,-0.19086991941760803,2,0,0,0,0.2,1,0,1,0,0,0,0,0,0,0,Bulgaria,Consumer Products and Services (B2C),92.556,0,0,3,0,280.0,-0.44244937409630164,0,3,0,0,1,3.0,2009.3333333333333,0
54,1,2014,10,9,14.347643779999999,0.16666666666666666,0.0,1,1,0,1,0,0,0,0,-0.07397826725246347,4,0,0,0,1.8931967231818183,1,0,1,1,0,0,0,0,0,0,Italy,Healthcare,93.63000000000001,0,0,4,0,558.7045454545455,0.6718620216094151,1,4,1,0,11,4.25,2001.75,0
55,0,2013,11,2,0.05525558,0.08333333333333333,50.0,0,0,0,0,0,0,0,0,-0.3436580410046904,4,0,0,0,0.49804379,1,0,0,1,0,0,0,0,0,0,Italy,Healthcare,95.25,0,0,,0,700.5,-0.44244937409630164,0,4,1,0,2,,,0
56,1,2013,11,9,2.86419087,0.041666666666666664,25.0,1,1,0,0,0,1,0,0,-0.3120038090023442,2,0,0,0,0.60004146,1,1,1,0,0,0,1,0,0,0,Italy,Healthcare,92.663,3,0,5,0,245.78571428571428,-0.44244937409630164,1,4,0,0,7,4.361111111111112,2008.0,0
57,0,2011,9,2,0.13495495,0.0625,0.0,0,0,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,0.390521265,1,0,0,0,0,0,0,0,0,0,Italy,Healthcare,86.861,0,0,,0,14.5,-0.44244937409630164,0,1,1,0,2,,,0
58,1,2012,13,7,28.741924230000002,0.14285714285714285,42.857142857142854,1,1,1,0,0,1,0,0,-0.24395782699050686,5,0,0,0,4.949248261111111,1,1,1,1,0,0,1,1,0,0,Italy,Healthcare,97.12,10,0,5,0,588.8888888888889,1.4645906422810395,0,7,1,0,9,4.8455782312925155,2000.9833333333336,0
59,0,2014,1,1,0.02,0.0,0.0,1,0,0,0,0,0,0,0,-0.44244937409630164,3,0,0,0,0.02,1,0,0,0,0,0,0,1,0,0,Italy,Information Technology,91.87899999999999,0,0,3,0,31.0,-0.44244937409630164,0,3,0,0,1,3.0,1988.0,0
61,1,2013,11,9,246.34310939,0.3333333333333333,0.0,1,1,0,1,0,0,0,0,0.21343509384096113,4,1,0,0,31.556055851666667,1,1,1,0,0,0,1,0,0,0,Spain,Financial Services,99.67699999999999,10,0,4,0,106.16666666666667,0.31228898993977916,0,7,1,0,6,4.0,1989.5,1
63,1,2011,11,5,4.15375621,0.08333333333333333,0.0,1,0,0,0,0,0,0,0,-0.30190526239526244,1,0,0,0,1.6413349716666668,0,1,1,0,0,1,0,0,0,0,Belgium,Information Technology,93.389,7,0,4,0,17.833333333333332,-0.14757019437567157,1,4,0,0,6,4.0,2008.1666666666667,0
65,0,2011,1,1,0.0,0.5,50.0,0,1,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,,1,0,0,0,0,0,0,1,0,0,Germany,Consumer Products and Services (B2C),88.446,0,0,,0,17.0,-0.44244937409630164,0,2,0,0,1,2.0,2010.0,0
66,1,2010,13,2,0.0,0.14285714285714285,50.0,0,0,0,0,0,0,1,0,-0.44244937409630164,2,0,0,0,,1,0,0,0,0,0,0,0,0,0,Germany,Business Products and Services (B2B),80.893,0,0,3,0,17.0,-0.44244937409630164,0,2,0,0,1,3.0,1999.0,0
67,0,2010,12,1,0.0,0.07692307692307693,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,,1,0,0,0,0,0,0,0,0,0,Germany,Information Technology,94.20700000000001,0,0,,0,17.0,-0.44244937409630164,0,2,0,0,1,,,0
69,1,2012,10,2,0.0,0.18181818181818182,0.0,0,0,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,Germany,Consumer Products and Services (B2C),89.49199999999999,0,0,,0,17.0,-0.44244937409630164,0,2,0,0,1,,,0
72,0,2012,3,2,0.0,0.5,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,0.05,1,0,0,0,0,0,0,1,0,0,Germany,Information Technology,87.29400000000001,0,0,5,0,380.0,-0.44244937409630164,0,2,0,0,2,5.0,2011.0,0
73,0,2010,13,1,0.0,0.07142857142857142,0.0,1,0,0,1,0,0,0,0,-0.44244937409630164,2,0,0,0,,1,0,0,0,0,0,0,0,0,0,Germany,Business Products and Services (B2B),96.273,0,0,3,0,17.0,-0.44244937409630164,0,3,0,0,1,3.5,,0
74,1,2013,11,6,40.47849151,0.16666666666666666,23.076923076923077,1,0,1,1,0,1,0,1,1.1588528437863306,5,1,0,0,5.125274886821429,1,0,1,1,0,0,1,1,0,0,Germany,Information Technology,92.05499999999999,9,1,4,0,154.91666666666666,-0.08287634242666571,1,13,0,0,15,3.9953703703703716,2004.596064814815,1
75,1,2011,10,5,126.24068965000001,0.0,15.789473684210526,1,0,1,0,0,1,1,0,1.1101299595901273,3,0,0,0,47.66133243,0,1,1,0,0,1,1,0,1,0,United Kingdom,Healthcare,99.438,10,2,4,0,326.4,0.952236286874058,1,19,0,1,10,4.634513634513635,1987.288196988197,1
80,0,2011,8,4,0.65649996,0.2222222222222222,0.0,1,0,0,0,0,0,0,0,-0.4424493740963017,2,0,0,1,1.3429975866666668,1,0,1,0,0,0,0,1,0,0,France,Information Technology,75.532,0,0,3,0,67.0,-0.44244937409630164,0,2,0,0,3,3.5,2005.0,0
81,1,2010,9,3,0.051918019999999995,0.0625,0.0,0,0,0,0,0,0,0,0,-0.06508019207826123,0,0,0,0,0.14800386000000001,1,0,0,0,0,0,0,1,0,0,France,Information Technology,98.423,10,4,3,0,619.5,0.31228898993977916,1,1,0,0,2,3.0,1998.5,0
84,0,2012,6,3,2.63542515,0.0,0.0,0,0,0,0,0,0,0,0,-0.3464806505215936,4,0,0,0,1.1312464,1,0,1,0,0,0,1,1,0,0,France,Information Technology,99.708,10,1,,0,236.0,-0.44244937409630164,1,5,0,0,2,3.0,,0
85,0,2012,4,1,0.0,0.25,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,1,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Business Products and Services (B2B),95.832,0,0,,0,183.0,-0.44244937409630164,0,1,0,0,1,,,0
86,0,2012,6,3,0.0,0.42857142857142855,0.0,0,0,0,0,0,0,0,0,-0.24486670791307927,2,0,0,0,0.14800386000000001,1,0,0,0,0,0,0,0,0,0,France,Consumer Products and Services (B2C),93.17,0,0,,0,619.5,-0.04728404172985682,0,2,0,0,2,,,0
87,1,2013,10,5,46.99467232,0.0,16.666666666666664,1,0,1,0,0,1,0,1,0.8486857657184868,3,0,0,0,6.245753059999999,0,0,1,1,0,0,1,0,0,1,France,Healthcare,99.598,10,0,5,0,756.8571428571429,-0.44244937409630164,0,6,1,1,7,4.04,1993.52,1
88,1,2013,11,6,0.70187214,0.125,0.0,1,0,0,0,0,0,0,0,-0.3359652258638519,2,0,0,0,0.10983883750000001,1,0,0,0,0,0,0,0,0,0,France,Information Technology,95.059,0,0,4,0,49.25,-0.14757019437567157,1,3,0,0,4,4.0,2002.8333333333333,0
89,0,2014,0,1,0.0,1.0,0.0,1,1,0,1,0,0,0,0,-0.44244937409630164,5,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Consumer Products and Services (B2C),94.178,0,0,3,0,183.0,-0.44244937409630164,0,5,0,0,1,3.0,,0
91,0,2013,2,1,0.03559692,0.0,0.0,0,0,0,0,0,0,0,0,-0.44244937409630164,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,France,Information Technology,92.013,0,0,4,0,,-0.44244937409630164,1,2,0,0,0,4.0,,0
92,0,2014,6,2,0.0,0.2857142857142857,50.0,0,0,0,0,0,0,0,0,-0.348362390199529,2,0,0,0,0.665705535,1,0,0,0,0,0,0,1,0,0,France,Information Technology,87.564,0,0,,0,176.0,-0.04728404172985682,0,2,0,0,2,,,0
93,1,2013,10,3,0.34575845,0.18181818181818182,25.0,0,0,0,0,0,0,0,0,-0.4424493740963017,3,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Consumer Products and Services (B2C),90.11699999999999,0,0,,1,183.0,-0.44244937409630164,1,4,0,0,1,,,0
94,1,2013,10,7,12.756015380000001,0.22727272727272727,12.5,1,1,0,0,1,0,0,0,0.18894607976543878,1,0,0,0,4.763658529375,1,0,1,1,0,0,1,1,0,0,France,Information Technology,99.582,10,0,4,0,384.4375,-0.44244937409630164,1,8,0,1,16,3.6136363636363638,2005.5454545454543,1
96,0,2014,9,1,0.0,0.1,0.0,1,0,0,0,0,0,0,0,-0.06508019207826123,2,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Business Products and Services (B2B),94.151,0,0,,0,183.0,-0.44244937409630164,0,2,0,0,1,5.0,2011.0,0
97,0,2013,8,1,0.0,0.1111111111111111,100.0,1,0,0,0,0,0,0,0,0.15149760242273294,2,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Information Technology,84.216,0,0,,1,183.0,-0.44244937409630164,0,2,0,0,1,4.0,1994.0,0
98,1,2013,10,7,3.8155042700000004,0.4090909090909091,0.0,0,0,0,0,0,0,0,0,-0.4424493740963017,2,0,0,1,9.206411344772729,1,1,0,1,0,1,0,0,0,0,France,Consumer Products and Services (B2C),86.812,0,0,,0,419.21590909090907,-0.44244937409630164,1,2,0,1,11,,,0
99,0,2012,7,1,0.0,0.125,0.0,0,0,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,0.2624928,1,0,0,0,0,0,0,0,0,0,France,Information Technology,93.857,0,0,,0,183.0,-0.44244937409630164,0,1,0,0,1,,,0
102,1,2012,4,4,38.303981199999996,0.0,25.0,1,1,0,0,0,0,1,0,-0.027204087048624526,6,0,0,0,13.747044021666667,0,1,1,0,0,1,1,0,0,0,France,Information Technology,99.336,10,0,4,0,125.83333333333333,-0.44244937409630164,1,12,0,0,6,3.47047619047619,1993.1899999999998,1
104,1,2012,11,8,165.218745,0.3333333333333333,0.0,1,1,0,0,1,0,1,1,0.21598057954033476,3,0,0,0,27.296184998,1,1,0,1,0,1,0,1,0,1,Netherlands,Energy,97.62,8,0,,0,108.7,-0.04728404172985682,0,8,1,0,10,3.872222222222222,1997.0194444444444,1
106,1,2014,10,6,18.03396769,0.09090909090909091,0.0,1,0,0,0,0,0,0,1,-0.4424493740963017,3,0,0,0,4.0158358960000005,1,0,1,0,0,0,1,1,0,0,Germany,Business Products and Services (B2B),96.22999999999999,8,0,2,0,339.8,-0.44244937409630164,0,3,0,1,5,2.0,1994.0,0
107,1,2012,12,12,98.90286574,0.18181818181818182,9.090909090909092,1,1,1,0,0,1,0,1,0.8314384862591356,5,0,0,0,16.76247776076087,0,1,1,1,0,1,1,0,0,1,United Kingdom,Healthcare,99.595,10,0,4,0,687.9565217391304,0.31228898993977916,1,22,1,1,23,4.3160373846062,1988.7020038042765,1
111,1,2014,10,2,3.3594502,0.09090909090909091,25.0,0,0,0,0,0,0,0,0,-0.3436580410046904,3,0,0,0,1.05,0,0,1,0,0,0,0,0,0,0,Belgium,Consumer Products and Services (B2C),89.07300000000001,0,0,,0,290.0,-0.44244937409630164,0,4,0,0,1,,,0
114,0,2013,11,3,33.942783420000005,0.0,0.0,1,0,0,0,0,0,0,0,0.21200283729396438,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,United Kingdom,Information Technology,89.292,0,0,3,0,,0.21200283729396438,1,1,0,0,0,3.0,2006.0,0
115,1,2014,6,7,156.72399113000003,0.0,16.666666666666664,1,1,0,1,0,0,0,0,0.7035460984395691,3,0,0,0,19.44997109666667,0,1,1,1,0,0,1,0,0,0,United Kingdom,Information Technology,99.4,10,1,,0,88.5,0.1473089853449586,0,6,0,0,6,3.9166666666666665,1988.0,1
119,0,2011,12,1,0.65623199,0.0,0.0,1,0,0,0,0,0,0,0,-0.25834117298019504,0,0,0,0,1.05,0,0,1,0,0,0,0,0,0,0,Belgium,Healthcare,86.346,0,0,,0,290.0,-0.08287634242666571,0,7,0,0,1,3.0,2001.0,0
120,0,2013,2,1,0.0,0.3333333333333333,0.0,1,0,0,0,0,0,0,0,-0.2448667079130792,2,0,0,0,0.23599078,1,0,0,0,0,0,0,1,0,0,France,Consumer Products and Services (B2C),87.829,0,0,3,0,210.0,-0.04728404172985682,0,2,0,0,1,3.5,2010.5,0
121,1,2014,5,4,1.95958465,0.25,0.0,1,0,0,0,0,0,0,0,-0.4600543451236507,3,0,0,0,0.9771533539583332,1,1,1,0,0,0,0,1,0,0,France,Information Technology,89.251,0,0,,0,565.0,-0.44244937409630164,1,4,0,1,6,3.388888888888889,2007.2222222222224,0
122,0,2014,8,1,0.0,0.1111111111111111,0.0,1,0,0,0,0,0,0,0,-0.4424493740963017,1,0,0,0,3.86799539,1,0,1,0,0,0,0,0,0,0,France,Consumer Products and Services (B2C),95.55600000000001,0,0,4,0,112.5,-0.44244937409630164,0,1,0,0,2,4.0,2012.0,0
124,1,2010,3,1,1.0,0.0,0.0,1,1,1,1,0,0,0,1,0.8431833662574996,2,0,0,0,4.65,0,0,1,0,0,0,0,0,0,0,Russia,Information Technology,92.30499999999999,0,0,3,0,191.0,-0.04728404172985682,0,3,0,0,1,3.6666666666666665,2001.6666666666667,0
125,1,2013,10,6,138.01888956000002,0.18181818181818182,21.052631578947366,1,0,0,0,0,0,1,1,0.9149291288776684,4,0,0,0,22.556958117058826,1,1,1,0,0,1,0,0,0,0,Germany,Financial Services,92.005,2,1,3,0,168.23529411764707,2.9797858657676493,1,19,0,1,17,3.91213610950453,2004.3709476797712,1
126,0,2013,7,4,2.3265507999999997,0.125,0.0,1,1,0,1,0,0,0,0,-0.3477743465501742,2,0,0,0,1.7589730305263158,1,1,1,1,0,0,0,0,0,0,Austria,Information Technology,94.97200000000001,3,0,3,0,62.89473684210526,-0.44244937409630164,1,4,0,0,19,3.3749999999999996,2011.625,0
129,0,2014,5,4,19.795907149999998,0.2,16.666666666666664,1,0,0,1,0,0,0,1,0.3714691876788681,4,0,0,0,5.741850185,1,0,1,0,0,0,0,0,0,0,United Kingdom,Consumer Products and Services (B2C),97.384,9,2,3,0,17.833333333333332,0.5926632552044221,1,6,0,0,6,3.451428571428571,2000.27,1
130,1,2009,15,3,0.0,0.2,20.0,1,0,0,0,1,0,0,0,-0.3424456452693941,3,0,0,1,0.395076935,0,1,1,1,0,0,0,0,0,0,Norway,Information Technology,95.04299999999999,0,0,,1,89.0,-0.44244937409630164,0,5,0,0,3,4.166666666666667,1987.8,1
131,0,2014,4,2,6.41845391,0.0,0.0,0,0,1,0,0,1,0,1,1.231816314854981,2,0,0,0,20.619126936666664,0,0,1,0,0,0,1,0,1,0,Sweden,Healthcare,95.297,0,0,5,0,393.0,2.7877938292237316,0,4,1,1,3,5.0,1984.2,1
132,0,2014,6,3,0.0,0.2857142857142857,0.0,1,0,0,0,0,0,0,0,-0.4424493740963017,2,0,0,1,0.23599078,1,0,0,0,0,0,0,0,0,0,France,Consumer Products and Services (B2C),86.914,0,0,4,0,210.0,-0.44244937409630164,0,2,0,0,1,4.0,2011.0,0
133,0,2014,4,3,0.0,0.4,0.0,0,0,0,0,0,0,0,0,-0.04728404172985682,1,0,0,0,0.3685234333333333,1,0,0,0,0,0,0,1,0,0,France,Consumer Products and Services (B2C),93.635,0,0,3,0,165.33333333333334,-0.04728404172985682,0,1,0,0,3,3.0,2011.0,0
