"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","colsample_bytree","dropout_rate","dt_criterion","dt_max_depth","dt_min_samples_leaf","dt_min_samples_split","hidden_sizes","learning_rate","lgb_max_depth","lgb_n_estimators","lr_C","lr_penalty","method","metric.goal","metric.name","min_child_weight","mlp_learning_rate","model_type","parameters.batch_sizes","parameters.colsample_bytrees","parameters.dropout_rates","parameters.dt_criterions","parameters.dt_max_depths","parameters.dt_min_samples_leaf.distribution","parameters.dt_min_samples_leaf.max","parameters.dt_min_samples_leaf.min","parameters.dt_min_samples_split.distribution","parameters.dt_min_samples_split.max","parameters.dt_min_samples_split.min","parameters.hidden_sizess","parameters.learning_rate.distribution","parameters.learning_rate.max","parameters.learning_rate.min","parameters.lgb_max_depths","parameters.lgb_n_estimatorss","parameters.lr_C.distribution","parameters.lr_C.max","parameters.lr_C.min","parameters.lr_penaltys","parameters.min_child_weights","parameters.mlp_learning_rate.distribution","parameters.mlp_learning_rate.max","parameters.mlp_learning_rate.min","parameters.model_types","parameters.reg_alpha.distribution","parameters.reg_alpha.max","parameters.reg_alpha.min","parameters.reg_lambda.distribution","parameters.reg_lambda.max","parameters.reg_lambda.min","parameters.rf_max_depths","parameters.rf_min_samples_leaf.distribution","parameters.rf_min_samples_leaf.max","parameters.rf_min_samples_leaf.min","parameters.rf_n_estimatorss","parameters.subsamples","parameters.weight_decay.distribution","parameters.weight_decay.max","parameters.weight_decay.min","reg_alpha","reg_lambda","rf_max_depth","rf_min_samples_leaf","rf_n_estimators","subsample","weight_decay","AUC","F1","F1_train","F1_val","accuracy","accuracy_train","average_precision","precision","recall"
"good-sweep-69","finished","-","","","2026-04-08T10:19:03.000Z","35","fh2yb7mv","256","0.6","0.1","entropy","15","4","12","256,128","0.250124732258595","3","300","0.28258120061751846","l2","","","","20","0.008216366132088737","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024268409731634303","4.537975177020913","3","9","200","1","0.007174594145401989","0.8058826190676153","0.6201131054831571","0.6200866225382038","0.6110019646365422","0.745049504950495","0.744251292771482","0.6690788452534139","0.5939707960433349","0.6486625514403292"
"fragrant-sweep-22","finished","-","","","2026-04-08T09:51:24.000Z","27","fh2yb7mv","512","0.6","0.1","entropy","15","2","20","512,256,128","0.1117135602566472","15","50","3.797824083770807","l1","","","","5","0.00627255352416246","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.012744985723941027","1.1424767543807175","5","10","100","0.6","0.00464226581890085","0.8058819941850932","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690634309013623","0.5939707960433349","0.6486625514403292"
"true-sweep-24","finished","-","","","2026-04-08T09:52:29.000Z","29","fh2yb7mv","512","0.6","0.3","entropy","5","2","20","256,128","0.0526580555802796","7","300","0.29281750149462193","l2","","","","5","0.008338628225589437","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01574080248481738","7.870934539944024","7","9","100","0.4","0.0022046685224887787","0.8058816192555798","0.6201131054831571","0.6200866225382038","0.6110019646365422","0.745049504950495","0.744251292771482","0.6690805124105504","0.5939707960433349","0.6486625514403292"
"feasible-sweep-20","finished","-","","","2026-04-08T09:50:19.000Z","31","fh2yb7mv","128","0.6","0.5","entropy","5","6","8","256,128,64","0.15524989933656247","3","100","4.358565410777194","l1","","","","5","0.0032922624029109795","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.018193830354854935","4.354365465431577","10","9","300","1","0.00002831935850254878","0.8058803694905358","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690493954972272","0.5939707960433349","0.6486625514403292"
"sweepy-sweep-51","finished","-","","","2026-04-08T10:07:07.000Z","35","fh2yb7mv","128","0.6","0.3","entropy","15","9","18","256,128,64","0.20786309338502548","7","50","4.298090040551657","l1","","","","20","0.006629800075335358","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01619077419106996","1.2363146478073757","3","9","200","0.4","0.005875182283097109","0.8058802445140313","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690484580641749","0.5939707960433349","0.6486625514403292"
"earnest-sweep-14","finished","-","","","2026-04-08T09:47:10.000Z","27","fh2yb7mv","128","0.6","0.5","entropy","10","4","19","256,128","0.05438242263666402","3","100","4.7755005316841475","l1","","","","5","0.008917214812211957","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1653403305274774","1.2028814599647957","7","9","200","1","0.00043228809821947153","0.8058801195375269","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690516149348623","0.5939707960433349","0.6486625514403292"
"summer-sweep-27","finished","-","","","2026-04-08T09:54:16.000Z","26","fh2yb7mv","256","1","0.5","entropy","15","3","15","256,128","0.02848399822661551","7","50","4.678068105248915","l1","","","","10","0.009243010963446305","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.020499131400171313","5.186676250038555","5","3","300","0.6","0.0047345871846771375","0.8058798695845181","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690504721869571","0.5939707960433349","0.6486625514403292"
"vibrant-sweep-47","finished","-","","","2026-04-08T10:04:56.000Z","30","fh2yb7mv","128","1","0.4","entropy","7","5","15","256,128","0.15542377142004596","3","100","0.4959713693944888","l2","","","","20","0.007798042306978284","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04037672442948887","1.8478920106300851","10","2","300","0.4","0.00004568199148134578","0.8058797446080138","0.6201131054831571","0.6201879852881079","0.6110019646365422","0.745049504950495","0.744361315876334","0.6690609691929768","0.5939707960433349","0.6486625514403292"
"stellar-sweep-65","finished","-","","","2026-04-08T10:16:36.000Z","38","fh2yb7mv","512","1","0.4","gini","7","6","18","256,128","0.1563023420751065","3","50","5.142892807166158","l1","","","","5","0.005527254890433743","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04956532818781974","2.17310264492046","3","7","300","1","0.0004038007132459648","0.8058796196315093","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690512796897528","0.5939707960433349","0.6486625514403292"
"quiet-sweep-58","finished","-","","","2026-04-08T10:11:20.000Z","38","fh2yb7mv","512","1","0.2","entropy","3","5","14","128,64","0.2057292238044351","5","50","5.2971591232913084","l1","","","","5","0.0062289287379288655","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04268395948720019","6.896857823526456","3","5","200","0.8","0.0025204286029414692","0.8058796196315092","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690485002084303","0.5939707960433349","0.6486625514403292"
"youthful-sweep-57","finished","-","","","2026-04-08T10:10:37.000Z","41","fh2yb7mv","256","0.6","0.1","entropy","7","3","8","256,128","0.03662055317852611","5","50","7.45939408855898","l1","","","","20","0.007496511615985935","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.014035556432322231","1.5692137836972022","7","10","300","0.6","0.00021778675898651733","0.8058773700544298","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.669048116843866","0.5939707960433349","0.6486625514403292"
"vital-sweep-11","finished","-","","","2026-04-08T09:45:23.000Z","32","fh2yb7mv","256","0.4","0.1","entropy","5","8","14","256,128","0.06753421932852362","3","100","0.7158972466096778","l2","","","","10","0.004435918866104035","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.011299430781332947","4.334665838909232","15","7","200","0.8","0.005708995970851507","0.8058773700544298","0.619960668633235","0.6203514507560278","0.6110019646365422","0.7448844884488449","0.744471338981186","0.6690532450487419","0.5936911487758946","0.6486625514403292"
"faithful-sweep-62","finished","-","","","2026-04-08T10:14:18.000Z","48","fh2yb7mv","256","0.4","0.5","entropy","15","10","15","256,128","0.04715024539908067","10","50","6.3835450035702035","l1","","","","5","0.009534053739818664","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.039885881666481","1.2971882553558065","3","5","200","0.6","0.0011875971690718703","0.8058773700544297","0.6201131054831571","0.6203007518796992","0.6110019646365422","0.745049504950495","0.7444163274287601","0.6690482890345119","0.5939707960433349","0.6486625514403292"
"royal-sweep-48","finished","-","","","2026-04-08T10:05:28.000Z","31","fh2yb7mv","512","0.6","0.5","entropy","15","7","17","128,64","0.21702648532373744","5","50","5.859980585335844","l2","","","","5","0.00593245007079611","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.030638134459431945","5.687307058897456","10","10","100","1","0.0008649222018580962","0.8058772450779256","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690527485216348","0.5936911487758946","0.6486625514403292"
"sleek-sweep-26","finished","-","","","2026-04-08T09:53:39.000Z","34","fh2yb7mv","512","0.8","0.4","entropy","10","3","11","256,128","0.19794707756267543","5","300","7.059482251566519","l2","","","","5","0.001924855871548408","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08835303190612458","5.886562386728339","5","9","300","0.4","0.0017884338532585431","0.8058772450779252","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690537064656371","0.5936911487758946","0.6486625514403292"
"sage-sweep-50","finished","-","","","2026-04-08T10:06:34.000Z","30","fh2yb7mv","128","1","0.4","entropy","15","10","2","512,256,128","0.28894912720282073","7","50","6.735353030386329","l2","","","","20","0.009943535799431582","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.019116314879969943","1.5808331784239729","5","8","300","0.8","0.00017888991597270602","0.8058772450779252","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690537064656371","0.5936911487758946","0.6486625514403292"
"avid-sweep-41","finished","-","","","2026-04-08T10:01:41.000Z","27","fh2yb7mv","128","1","0.3","entropy","10","6","19","256,128","0.10299943150018012","5","100","7.1150517921535625","l2","","","","5","0.006228724157523251","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0705576427173746","3.1309191240901137","7","9","200","1","0.000054644477814407575","0.805877120101421","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690536120495763","0.5936911487758946","0.6486625514403292"
"vital-sweep-35","finished","-","","","2026-04-08T09:58:26.000Z","29","fh2yb7mv","512","0.8","0.3","entropy","5","9","18","128,64","0.09881032171659254","15","50","6.170914218817195","l2","","","","5","0.001695715336022687","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.011776117302552284","1.0448720508405855","7","9","300","0.6","0.007091769188864763","0.8058769951249166","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690525768763012","0.5936911487758946","0.6486625514403292"
"light-sweep-15","finished","-","","","2026-04-08T09:47:43.000Z","36","fh2yb7mv","256","0.4","0.2","entropy","7","5","20","256,128","0.1186497332681649","5","50","6.324630784264012","l2","","","","5","0.0038731092059539817","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24379755053317304","1.8176634085563907","15","7","200","0.6","0.00166912956228201","0.8058768701484121","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690525078305326","0.5936911487758946","0.6486625514403292"
"pleasant-sweep-29","finished","-","","","2026-04-08T09:55:11.000Z","28","fh2yb7mv","128","0.4","0.5","entropy","15","4","2","512,256,128","0.23012988826998107","10","50","6.3074525349111275","l2","","","","5","0.006968735027940173","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024041297533122837","4.719509333449909","7","9","100","1","0.0002266771404847289","0.8058768701484121","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690525078305326","0.5936911487758946","0.6486625514403292"
"restful-sweep-17","finished","-","","","2026-04-08T09:48:58.000Z","25","fh2yb7mv","512","0.8","0.2","gini","3","7","8","256,128","0.10001332472266208","10","50","8.04266031276414","l2","","","","5","0.005195001072468146","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015124029006143116","9.382485291627834","3","8","300","0.6","0.000018104395437030703","0.8058767451719077","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690522791049945","0.5936911487758946","0.6486625514403292"
"valiant-sweep-23","finished","-","","","2026-04-08T09:51:56.000Z","31","fh2yb7mv","256","0.4","0.2","entropy","3","2","19","256,128","0.03445980966187592","5","50","7.925694953552082","l2","","","","5","0.0030230357025655113","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.010398025224139467","4.778941147102832","5","6","300","0.6","0.00009419327830897016","0.8058767451719077","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690522791049945","0.5936911487758946","0.6486625514403292"
"effortless-sweep-45","finished","-","","","2026-04-08T10:03:51.000Z","28","fh2yb7mv","128","0.4","0.5","gini","7","8","18","128,64","0.276972749832384","5","50","4.450254535502278","l2","","","","5","0.009358425076084607","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03078122356715458","9.016724986224546","3","6","200","1","0.00004211347206521704","0.8058766201954034","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690524693142861","0.5936911487758946","0.6486625514403292"
"summer-sweep-64","finished","-","","","2026-04-08T10:15:57.000Z","35","fh2yb7mv","512","0.4","0.1","entropy","10","6","18","256,128","0.120855341564812","7","100","8.39195866522125","l2","","","","10","0.003526770135436914","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.012836580597393966","2.2640117446064765","10","4","200","0.4","0.00011390497372380944","0.8058764952188989","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690521878016849","0.5936911487758946","0.6486625514403292"
"legendary-sweep-21","finished","-","","","2026-04-08T09:50:51.000Z","30","fh2yb7mv","512","0.8","0.5","gini","15","6","16","256,128","0.03659375978425521","5","50","9.01485778422923","l2","","","","5","0.00706947879087026","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.023471742010218732","1.2359761062579695","3","3","200","0.6","0.00003791247803305856","0.8058764952188989","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690521717732771","0.5936911487758946","0.6486625514403292"
"rose-sweep-68","finished","-","","","2026-04-08T10:18:25.000Z","34","fh2yb7mv","128","0.4","0.3","entropy","10","7","6","512,256,128","0.27376518735201616","7","300","1.0679895307537652","l2","","","","5","0.002806363731780625","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05355204964162139","1.3403652348202764","3","4","300","0.4","0.005853911024561602","0.8058764952188988","0.619960668633235","0.6204135000408597","0.6110019646365422","0.7448844884488449","0.744471338981186","0.6690490114008222","0.5936911487758946","0.6486625514403292"
"vague-sweep-33","finished","-","","","2026-04-08T09:57:26.000Z","25","fh2yb7mv","256","0.4","0.1","entropy","10","9","6","256,128","0.28380128541148075","3","50","4.637777708285448","l2","","","","5","0.0035854778601876825","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.038717950249547176","8.378938237078783","5","5","200","0.8","0.0014915808398587016","0.8058764952188988","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690522810529285","0.5936911487758946","0.6486625514403292"
"giddy-sweep-61","finished","-","","","2026-04-08T10:13:35.000Z","37","fh2yb7mv","256","0.4","0.4","entropy","7","2","7","512,256,128","0.20818958936790685","10","50","9.691164797916924","l2","","","","5","0.003686773510460788","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12325041767791524","1.262203538913414","15","10","300","0.4","0.00001513289167558956","0.8058763702423946","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690520450625168","0.5936911487758946","0.6486625514403292"
"lunar-sweep-49","finished","-","","","2026-04-08T10:06:01.000Z","31","fh2yb7mv","128","0.8","0.2","gini","15","5","19","512,256,128","0.268026796862999","3","300","9.62106568276688","l2","","","","5","0.008325707546761119","lr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5271374532262724","1.3137815395555292","7","10","300","0.8","0.0010955803532452094","0.8058763702423946","0.619960668633235","0.6203007518796992","0.6110019646365422","0.7448844884488449","0.7444163274287601","0.6690520450625168","0.5936911487758946","0.6486625514403292"
